Record_Time,AccelPedalOperationAccessSoft,AccelPedalOperationAccessSwing,AccelPedalPosition,AirbagDeployed,AirConditionerOn,AntilockBrakingSystemEngaged,AtmosphericPressure,AutomaticTransmissionShiftPosition,BatteryCurrentConsumption,BlowerFanSpeed,BrakeFluidHydraulicPressure,BrakeFluidLevelLow,BrakeLightOn,BrakePedalDepressed,BrakePedalOperationAccessSoft,BrakePedalOperationAccessSwing,CruiseControlActive,CruiseControlSettingSpeed,CurrentStageOfDriver,DefrostRearWindshieldOn,DistanceTravelledTotal,DoorOpenStatusDriver,DoorOpenStatusFuelFillerCap,DoorOpenStatusHood,DoorOpenStatusPassenger,DoorOpenStatusRearLeft,DoorOpenStatusRearRight,DoorOpenStatusTrunk,DriverIdentificationNumber,DrivingTime,ElectronicStabilityControlEngaged,EngineCoolantTemp,EngineOilLifeRemaining,EngineSpeed,EstimatedRangeRemaining,ExteriorTemperature,FrontDefroster,FrontFogLightOn,FrontLeftWheelSpeed,FrontRightWheelSpeed,FrontWiperStatus,FuelConfiguration,FuelEfficiencyInstant,FuelLevel,GearPosition,GpsAltitude,GpsDirection,GpsLatitude,GpsLongitude,HazardLightOn,HeadlightOn,HighbeamOn,IgnitionOffTime,IgnitionOnTime,LateralAcceleration,LeftTurnSignalOn,LevelOfCharge,LightStatus,LongitudinalAcceleration,MeanFuelEfficiencyDrive,Odometer,OdometerSinceRestart,OilLevelLow,ParkingBrakeOn,RearFogLightOn,RearLeftWheelSpeed,RearRightWheelSpeed,RightTurnSignalOn,SeatBeltDriverFastened,SeatBeltPassengerFastened,SteeringOperationAccessSoft,SteeringOperationAccessSwing,SteeringWheelAngle,SteeringWheelPosition,SteeringWheelRotationDirection,TaillightOn,TirePressureLow,TotalFuelConsumptionDrive,TractionControlSystemEngaged,TransmissionMode,TurnIndicatorStatus,VehicleIdentificationNumber,VehicleKeyPosition,VehicleSpeed,WasherFluidLevelLow,WorldManufacturerIdentifier,Yawrate
15300,0,0,24.0,0,0,0,104,4,90,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0182,2,2,2,2,2,2,2,0,14,0,84,100,1954,25.7181,0,0,1,18.220,18.700,0,1,41.935,32.8,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.81,0,83,1,2.18,63.74,1202,0.0,0,0,0,17.900,18.150,0,1,1,0,0,33.3,1,2,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,18.110,0,JM1,4.3
15400,0,0,23.1,0,0,0,104,4,73,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0188,2,2,2,2,2,2,2,0,14,0,84,100,1972,25.9630,0,0,1,18.490,18.750,0,1,41.935,32.6,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.23,0,83,1,1.52,62.77,1202,0.0,0,0,0,18.390,18.860,0,1,1,0,0,25.3,1,1,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,18.640,0,JM1,3.6
15500,0,0,22.9,0,0,0,104,4,65,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0192,2,2,2,2,2,2,2,0,14,0,84,100,1986,25.9111,0,0,1,18.990,19.200,0,1,41.935,32.4,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.32,0,83,1,1.54,62.50,1202,0.0,0,0,0,18.710,19.060,0,1,1,0,0,19.4,1,2,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,18.890,0,JM1,2.3
15600,0,0,23.0,0,0,0,104,4,62,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0198,2,2,2,2,2,2,2,0,14,0,84,100,2000,26.1214,0,0,1,19.280,19.460,0,1,41.935,32.2,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.37,0,83,1,1.31,61.62,1202,0.0,0,0,0,19.130,19.310,0,1,1,0,0,14.3,1,2,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,19.260,0,JM1,1.6
15700,0,0,23.0,0,0,0,104,4,60,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0204,2,2,2,2,2,2,2,0,14,0,84,100,2018,26.3307,0,0,1,19.400,19.660,0,1,41.935,32.0,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.19,0,83,1,0.92,60.78,1202,0.0,0,0,0,19.400,19.470,0,1,1,0,0,11.6,1,1,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,19.490,0,JM1,1.5
15800,0,0,22.2,0,0,0,104,4,37,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0208,2,2,2,2,2,2,2,0,14,0,84,100,1920,26.2630,0,0,1,19.760,19.790,0,1,41.935,31.8,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.47,0,83,1,0.95,60.58,1202,0.0,0,0,0,19.600,19.740,0,1,1,0,0,9.6,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,19.700,0,JM1,0.9
15900,0,0,21.8,0,0,0,104,4,21,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0214,2,2,2,2,2,2,2,0,14,0,84,100,1826,26.4538,0,0,1,20.000,20.010,0,1,41.935,31.6,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.16,0,83,1,1.04,59.81,1202,0.0,0,0,0,19.870,19.930,0,1,1,0,0,5.8,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,19.980,0,JM1,0.8
16000,0,0,21.4,0,0,0,104,4,18,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0220,2,2,2,2,2,2,2,0,15,0,84,100,1668,27.0744,0,0,1,20.260,20.310,0,1,41.935,31.5,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.11,0,83,1,0.75,58.18,1202,0.0,0,0,0,20.070,20.080,0,1,1,0,0,0.5,1,1,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.110,0,JM1,0.1
16100,0,0,20.4,0,0,0,104,4,18,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0226,2,2,2,2,2,2,2,0,15,0,84,100,1592,27.3435,0,0,1,20.370,20.300,0,1,41.935,31.5,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.12,0,83,1,0.92,57.52,1202,0.0,0,0,0,20.290,20.260,0,1,1,0,0,-6.8,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.320,0,JM1,-0.7
16200,0,0,19.2,0,0,0,104,4,23,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0230,2,2,2,2,2,2,2,0,15,0,84,100,1524,27.4473,0,0,1,20.590,20.530,0,1,41.935,31.5,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.22,0,83,1,0.96,57.39,1202,0.0,0,0,0,20.360,20.340,0,1,1,0,0,-14.4,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.460,0,JM1,-1.6
16300,0,0,18.1,0,0,0,104,4,32,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0236,2,2,2,2,2,2,2,0,15,0,84,100,1440,28.2385,0,0,1,20.720,20.540,0,1,41.935,31.6,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.20,0,83,1,0.98,55.93,1202,0.0,0,0,0,20.520,20.410,0,1,1,0,0,-19.7,1,1,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.640,0,JM1,-2.5
16400,0,0,16.8,0,0,0,104,4,42,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0242,2,2,2,2,2,2,2,0,15,0,84,100,1366,28.5653,0,0,1,20.930,20.710,0,1,41.935,31.6,2,11.138892,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.32,0,83,1,0.77,55.37,1202,0.0,0,0,0,20.880,20.520,0,1,1,0,0,-24.5,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.740,0,JM1,-3.0
16500,0,0,4.5,0,0,0,104,4,51,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0248,2,2,2,2,2,2,2,0,15,0,84,100,1342,28.8544,0,0,1,21.030,20.690,0,1,41.935,31.6,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-0.21,0,83,1,0.68,54.84,1202,0.0,0,0,0,21.130,20.610,0,1,1,0,0,-30.4,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.900,0,JM1,-3.9
16600,0,0,5.1,0,0,0,104,4,60,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0254,2,2,2,2,2,2,2,0,15,0,84,100,1272,29.5640,0,0,1,21.370,20.700,0,1,37.255,31.7,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-0.14,0,83,1,0.66,53.54,1202,0.0,0,0,0,21.030,20.660,0,1,1,0,0,-37.4,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.980,0,JM1,-5.1
16700,0,0,5.9,0,0,0,104,4,65,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0260,2,2,2,2,2,2,2,0,15,0,84,100,1172,30.2739,0,0,1,21.180,20.660,0,1,37.255,31.7,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-0.66,0,83,1,0.34,52.31,1202,0.0,0,0,0,21.260,20.660,0,1,1,0,0,-45.7,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.990,0,JM1,-6.0
16800,0,0,6.2,0,0,0,104,4,72,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0266,2,2,2,2,2,2,2,0,15,0,84,100,1174,30.5050,0,0,1,21.220,20.530,0,1,37.255,31.7,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-0.85,0,83,1,-0.15,51.88,1202,0.0,0,0,0,21.090,20.460,0,1,1,0,0,-55.5,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.830,0,JM1,-7.0
16900,0,0,5.7,0,0,0,104,4,83,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0272,2,2,2,2,2,2,2,0,15,0,84,100,1202,31.1743,0,0,1,21.130,20.190,0,1,37.255,31.6,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-0.90,0,83,1,-0.06,50.74,1202,0.0,0,0,0,20.960,20.200,0,1,1,0,0,-63.9,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.810,0,JM1,-8.4
17000,0,0,6.0,0,0,0,104,4,78,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0276,2,2,2,2,2,2,2,0,16,0,84,100,1210,31.6447,0,0,1,21.140,20.240,0,1,37.255,31.6,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-0.95,0,83,1,-0.24,50.00,1202,0.0,0,0,0,20.880,19.990,0,1,1,0,0,-74.7,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.550,0,JM1,-9.6
17100,0,0,6.4,0,0,0,104,4,65,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0282,2,2,2,2,2,2,2,0,16,0,84,100,1172,32.3447,0,0,1,21.020,19.900,0,1,37.255,31.7,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.25,0,83,1,0.03,48.94,1202,0.0,0,0,0,20.850,19.840,0,1,1,0,0,-84.9,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.530,0,JM1,-10.9
17200,0,0,7.0,0,0,0,104,4,50,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0288,2,2,2,2,2,2,2,0,16,0,84,100,1178,32.6394,0,0,1,20.980,19.720,0,1,37.255,31.7,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.23,0,83,1,-0.13,48.61,1202,0.0,0,0,0,20.760,19.680,0,1,1,0,0,-91.6,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.350,0,JM1,-12.1
17300,0,0,6.7,0,0,0,104,4,50,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0294,2,2,2,2,2,2,2,0,16,0,84,100,1178,33.4564,0,0,1,20.960,19.630,0,1,37.255,31.9,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.44,0,83,1,-0.14,47.62,1202,0.0,0,0,0,20.700,19.420,0,1,1,0,0,-97.8,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.290,0,JM1,-12.9
17400,0,0,6.4,0,0,0,104,4,50,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0300,2,2,2,2,2,2,2,0,16,0,84,100,1160,34.2494,0,0,1,20.880,19.530,0,1,37.255,32.0,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.29,0,83,1,0.05,46.67,1202,0.0,0,0,0,20.810,19.160,0,1,1,0,0,-102.9,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.170,0,JM1,-13.9
17500,0,0,6.1,0,0,0,104,4,44,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0306,2,2,2,2,2,2,2,0,16,0,84,100,1162,35.0128,0,0,1,20.800,19.340,0,1,37.255,32.0,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.26,0,83,1,-0.22,45.75,1202,0.0,0,0,0,20.610,19.170,0,1,1,0,0,-108.7,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.130,0,JM1,-14.5
17600,0,0,5.1,0,0,0,104,4,45,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0310,2,2,2,2,2,2,2,0,16,0,84,100,1152,35.5116,0,0,1,20.840,19.270,0,1,37.255,32.1,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.54,0,83,1,-0.03,45.16,1202,0.0,0,0,0,20.530,19.030,0,1,1,0,0,-114.7,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.000,0,JM1,-15.1
17700,0,0,5.3,0,0,0,104,4,32,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0316,2,2,2,2,2,2,2,0,16,0,84,100,1148,35.7298,0,0,1,20.670,19.150,0,1,37.255,32.1,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.66,0,83,1,-0.12,44.94,1202,0.0,0,0,0,20.440,18.880,0,1,1,0,0,-121.4,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.930,0,JM1,-15.9
17800,0,0,5.4,0,0,0,104,4,21,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0322,2,2,2,2,2,2,2,0,16,0,84,100,1150,36.4164,0,0,1,20.640,19.000,0,1,37.255,32.1,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.81,0,83,1,-0.25,44.10,1202,0.0,0,0,0,20.410,18.670,0,1,1,0,0,-130.2,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.870,0,JM1,-16.8
17900,0,0,5.7,0,0,0,104,4,22,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0328,2,2,2,2,2,2,2,0,16,0,84,100,1140,37.1362,0,0,1,20.620,18.880,0,1,37.255,32.2,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.83,0,83,1,-0.21,43.29,1202,0.0,0,0,0,20.410,18.640,0,1,1,0,0,-137.5,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.760,0,JM1,-18.0
18000,0,0,6.2,0,0,0,104,4,24,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0332,2,2,2,2,2,2,2,0,17,0,84,100,1136,37.6300,0,0,1,20.560,18.770,0,1,37.255,32.2,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.95,0,83,1,-0.16,42.77,1202,0.0,0,0,0,20.290,18.360,0,1,1,0,0,-144.2,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.700,0,JM1,-18.8
18100,0,0,6.9,0,0,0,104,4,28,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0338,2,2,2,2,2,2,2,0,17,0,84,100,1132,38.3511,0,0,1,20.500,18.610,0,1,37.255,32.2,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-2.08,0,83,1,-0.20,42.01,1202,0.0,0,0,0,20.380,18.250,0,1,1,0,0,-148.1,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.580,0,JM1,-19.5
18200,0,0,8.2,0,0,0,104,4,28,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0344,2,2,2,2,2,2,2,0,17,0,84,100,1128,38.5303,0,0,1,20.450,18.550,0,1,37.255,32.3,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.81,0,83,1,-0.06,41.86,1202,0.0,0,0,0,20.190,18.130,0,1,1,0,0,-147.0,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.520,0,JM1,-19.7
18300,0,0,8.2,0,0,0,104,4,28,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0350,2,2,2,2,2,2,2,0,17,0,84,100,1128,39.2812,0,0,1,20.440,18.530,0,1,37.255,32.3,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.66,0,83,1,-0.16,41.14,1202,0.0,0,0,0,20.070,18.130,0,1,1,0,0,-144.2,1,0,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.430,0,JM1,-19.5
18400,0,0,8.4,0,0,0,104,4,30,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0354,2,2,2,2,2,2,2,0,17,0,84,100,1130,39.8087,0,0,1,20.370,18.490,0,1,37.255,32.4,2,11.860133,66.457977,47.533388,-122.216476,0,0,0,0,3405,-1.62,0,83,1,-0.09,40.68,1202,0.0,0,0,0,19.980,18.100,0,1,1,0,0,-140.6,1,0,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.410,0,JM1,-18.9
18500,0,0,8.7,0,0,0,104,4,33,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0360,2,2,2,2,2,2,2,0,17,0,84,100,1120,40.5620,0,0,1,20.300,18.490,0,1,37.255,32.4,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.33,0,83,1,0.00,40.00,1202,0.0,0,0,0,19.970,18.000,0,1,1,0,0,-138.9,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.320,0,JM1,-18.5
18600,0,0,9.0,0,0,0,104,4,36,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0366,2,2,2,2,2,2,2,0,17,0,84,100,1112,41.3167,0,0,1,20.170,18.370,0,1,7.143,32.5,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.72,0,83,1,0.03,39.34,1202,0.0,0,0,0,19.910,18.110,0,1,1,0,0,-136.3,1,0,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.270,0,JM1,-18.1
18700,0,0,9.3,0,0,0,104,4,42,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0370,2,2,2,2,2,2,2,0,17,0,84,100,1108,41.3073,0,0,1,20.060,18.350,0,1,7.143,32.6,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.56,0,83,1,0.03,39.46,1202,0.0,0,0,0,19.700,18.010,0,1,1,0,0,-132.7,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.240,0,JM1,-17.6
18800,0,0,9.0,0,0,0,104,4,44,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0376,2,2,2,2,2,2,2,0,17,0,84,100,1106,42.0834,0,0,1,19.950,18.330,0,1,7.143,32.7,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.43,0,83,1,0.01,38.83,1202,0.0,0,0,0,19.820,17.960,0,1,1,0,0,-130.7,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.200,0,JM1,-17.3
18900,0,0,7.7,0,0,0,104,4,54,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0382,2,2,2,2,2,2,2,0,17,0,84,100,1100,42.8614,0,0,1,19.980,18.330,0,1,7.143,32.8,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.40,0,83,1,0.11,38.22,1202,0.0,0,0,0,19.770,18.020,0,1,1,0,0,-130.9,1,1,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.120,0,JM1,-17.0
19000,0,0,6.8,0,0,0,104,4,64,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0386,2,2,2,2,2,2,2,0,18,0,84,100,1104,42.8343,0,0,1,20.070,18.390,0,1,7.143,32.8,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.21,0,83,1,-0.10,38.34,1202,0.0,0,0,0,19.740,18.100,0,1,1,0,0,-132.4,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.180,0,JM1,-17.3
19100,0,0,0.0,0,0,0,104,4,74,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0392,2,2,2,2,2,2,2,0,18,0,84,100,1100,43.6095,0,0,1,20.000,18.340,0,1,7.143,32.9,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.91,0,83,1,-0.02,37.76,1202,0.0,0,0,0,19.720,18.190,0,1,1,0,0,-135.3,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.210,0,JM1,-17.3
19200,0,0,0.0,0,0,0,104,4,74,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0398,2,2,2,2,2,2,2,0,18,0,84,100,1098,44.3865,0,0,1,20.110,18.210,0,1,7.143,33.0,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.84,0,83,1,-0.29,37.19,1202,0.0,0,0,0,19.920,18.050,0,1,1,0,0,-141.8,1,1,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.190,0,JM1,-17.5
19300,0,0,0.0,0,0,0,104,4,69,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0402,2,2,2,2,2,2,2,0,18,0,83,100,1108,44.9415,0,0,1,20.160,18.220,0,1,7.143,33.1,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-1.99,0,83,1,-0.36,36.82,1202,0.0,0,0,0,19.890,17.940,0,1,1,0,0,-153.2,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.210,0,JM1,-18.9
19400,0,0,0.0,0,0,0,104,4,59,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0408,2,2,2,2,2,2,2,0,18,0,83,100,1102,45.6863,0,0,1,20.160,18.120,0,1,7.143,33.1,2,12.425725,55.925858,47.533537,-122.216581,0,0,0,0,3405,-2.24,0,83,1,-0.34,36.27,1202,0.0,0,0,0,19.810,17.770,0,1,1,0,0,-165.5,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.140,0,JM1,-20.7
19500,0,0,0.0,0,0,0,104,4,53,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0414,2,2,2,2,2,2,2,0,18,0,83,100,1090,45.8130,0,0,1,20.190,17.980,0,1,7.143,33.2,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.42,0,83,1,-0.34,36.23,1202,0.0,0,0,0,19.700,17.570,0,1,1,0,0,-176.9,1,1,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.100,0,JM1,-22.2
19600,0,0,0.0,0,0,0,104,4,55,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0418,2,2,2,2,2,2,2,0,18,0,83,100,1074,46.3283,0,0,1,20.090,17.580,0,1,7.143,33.3,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.58,0,83,1,-0.31,35.89,1202,0.0,0,0,0,19.730,17.310,0,1,1,0,0,-185.9,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.020,0,JM1,-23.5
19700,0,0,0.0,0,0,0,104,4,49,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0424,2,2,2,2,2,2,2,0,18,0,83,100,1058,47.1011,0,0,1,20.090,17.760,0,1,7.143,33.3,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.64,0,83,1,-0.62,35.38,1202,0.0,0,0,0,19.550,17.100,0,1,1,0,0,-191.0,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.840,0,JM1,-24.1
19800,0,0,0.0,0,0,0,104,4,55,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0430,2,2,2,2,2,2,2,0,18,0,83,100,1036,47.8754,0,0,1,19.980,17.560,0,1,7.143,33.4,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.40,0,83,1,-0.36,34.88,1202,0.0,0,0,0,19.690,17.120,0,1,1,0,0,-197.9,1,1,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.840,0,JM1,-24.8
19900,0,0,0.0,0,0,0,104,4,63,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0434,2,2,2,2,2,2,2,0,18,0,83,100,974,48.4279,0,0,1,20.060,17.470,0,1,7.143,33.5,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.37,0,83,1,-0.51,34.56,1202,0.0,0,0,0,19.510,16.870,0,1,1,0,0,-206.4,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.740,0,JM1,-25.8
20000,0,0,0.0,0,0,0,104,4,63,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0440,2,2,2,2,2,2,2,0,19,0,83,100,920,49.2046,0,0,1,19.950,17.260,0,1,7.143,33.5,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.69,0,83,1,-0.56,34.09,1202,0.0,0,0,0,19.460,16.720,0,1,1,0,0,-210.3,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.670,0,JM1,-26.8
20100,0,0,0.0,0,0,0,104,4,57,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0444,2,2,2,2,2,2,2,0,19,0,83,100,880,49.7535,0,0,1,19.910,17.330,0,1,7.143,33.6,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.46,0,83,1,-0.54,33.78,1202,0.0,0,0,0,19.400,16.800,0,1,1,0,0,-209.9,1,0,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.590,0,JM1,-27.0
20200,0,0,0.0,0,0,0,104,4,51,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0450,2,2,2,2,2,2,2,0,19,0,83,100,842,49.8676,0,0,1,19.840,17.290,0,1,7.143,33.7,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-2.52,0,83,1,-0.56,33.78,1202,0.0,0,0,0,19.270,16.450,0,1,1,0,0,-205.4,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.510,0,JM1,-26.2
20300,0,0,0.0,0,0,0,104,4,47,0,0.0463,0,1,1,0,0,0,0,1,0,0.0456,2,2,2,2,2,2,2,0,19,0,83,100,790,50.6327,0,0,1,19.690,17.140,0,1,7.143,33.8,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-1.79,0,83,1,-0.31,33.33,1202,0.0,0,0,0,19.260,16.580,0,1,1,0,0,-199.0,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.510,0,JM1,-26.1
20400,0,0,0.0,0,0,0,104,4,46,0,0.0135,0,1,1,0,0,0,0,1,0,0.0460,2,2,2,2,2,2,2,0,19,0,83,100,750,51.1458,0,0,1,19.480,17.270,0,1,7.143,33.8,2,12.425725,55.755192,47.533585,-122.216529,0,0,0,0,3405,-1.95,0,83,1,-0.37,33.04,1202,0.0,0,0,0,19.140,16.660,0,1,1,0,0,-186.0,1,0,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,18.440,0,JM1,-24.7
