Record_Time,AccelPedalOperationAccessSoft,AccelPedalOperationAccessSwing,AccelPedalPosition,AirbagDeployed,AirConditionerOn,AntilockBrakingSystemEngaged,AtmosphericPressure,AutomaticTransmissionShiftPosition,BatteryCurrentConsumption,BlowerFanSpeed,BrakeFluidHydraulicPressure,BrakeFluidLevelLow,BrakeLightOn,BrakePedalDepressed,BrakePedalOperationAccessSoft,BrakePedalOperationAccessSwing,CruiseControlActive,CruiseControlSettingSpeed,CurrentStageOfDriver,DefrostRearWindshieldOn,DistanceTravelledTotal,DoorOpenStatusDriver,DoorOpenStatusFuelFillerCap,DoorOpenStatusHood,DoorOpenStatusPassenger,DoorOpenStatusRearLeft,DoorOpenStatusRearRight,DoorOpenStatusTrunk,DriverIdentificationNumber,DrivingTime,ElectronicStabilityControlEngaged,EngineCoolantTemp,EngineOilLifeRemaining,EngineSpeed,EstimatedRangeRemaining,ExteriorTemperature,FrontDefroster,FrontFogLightOn,FrontLeftWheelSpeed,FrontRightWheelSpeed,FrontWiperStatus,FuelConfiguration,FuelEfficiencyInstant,FuelLevel,GearPosition,GpsAltitude,GpsDirection,GpsLatitude,GpsLongitude,HazardLightOn,HeadlightOn,HighbeamOn,IgnitionOffTime,IgnitionOnTime,LateralAcceleration,LeftTurnSignalOn,LevelOfCharge,LightStatus,LongitudinalAcceleration,MeanFuelEfficiencyDrive,Odometer,OdometerSinceRestart,OilLevelLow,ParkingBrakeOn,RearFogLightOn,RearLeftWheelSpeed,RearRightWheelSpeed,RightTurnSignalOn,SeatBeltDriverFastened,SeatBeltPassengerFastened,SteeringOperationAccessSoft,SteeringOperationAccessSwing,SteeringWheelAngle,SteeringWheelPosition,SteeringWheelRotationDirection,TaillightOn,TirePressureLow,TotalFuelConsumptionDrive,TractionControlSystemEngaged,TransmissionMode,TurnIndicatorStatus,VehicleIdentificationNumber,VehicleKeyPosition,VehicleSpeed,WasherFluidLevelLow,WorldManufacturerIdentifier,Yawrate
16000,0,0,20.2,0,1,0,104,4,11,0,-0.0193,0,0,0,0,0,0,0,1,0,0.011,2,2,2,2,2,2,2,0,12,0,85,100,1428,24.0147,0,0,1,9.95,12.06,0,1,57.143,35.8,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,1.99,0,83,1,0.65,74.55,1202,0,0,0,0,9.1,11.4,0,1,1,0,0,303.6,1,2,0,0,0.008,0,5,0,JM1BM1M34F1227489,2,10.94,0,JM1,22.9
16100,0,0,21.4,0,0,0,104,4,17,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0114,2,2,2,2,2,2,2,0,12,0,85,100,1466,24.2165,0,0,1,10.23,12.4,0,1,57.143,35.7,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,1.97,0,83,1,0.82,73.68,1202,0,0,0,0,9.37,11.69,0,1,1,0,0,303.1,1,1,0,0,0.008,0,5,0,JM1BM1M34F1227489,2,11.25,0,JM1,23.6
16200,0,0,21.5,0,0,0,104,4,17,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0116,2,2,2,2,2,2,2,0,12,0,85,100,1510,24.5631,0,0,1,10.49,12.87,0,1,57.143,35.6,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,1.92,0,83,1,0.73,72.41,1202,0,0,0,0,9.58,12.08,0,1,1,0,0,301.8,1,2,0,0,0.008,0,5,0,JM1BM1M34F1227489,2,11.57,0,JM1,24.2
16300,0,0,21,0,0,0,104,4,20,0,-0.0193,0,0,0,0,0,0,0,1,0,0.012,2,2,2,2,2,2,2,0,12,0,85,100,1574,24.7206,0,0,1,10.92,13.2,0,1,57.143,35.4,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,1.97,0,83,1,1.12,71.67,1202,0,0,0,0,9.96,12.36,0,1,1,0,0,298,1,2,0,0,0.009,0,5,0,JM1BM1M34F1227489,2,11.97,0,JM1,25
16400,0,0,20.8,0,0,0,104,4,31,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0124,2,2,2,2,2,2,2,0,12,0,85,100,1608,24.8458,0,0,1,11.23,13.62,0,1,57.143,35.3,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,2.11,0,83,1,1.06,70.97,1202,0,0,0,0,10.35,12.73,0,1,1,0,0,292,1,1,0,0,0.009,0,5,0,JM1BM1M34F1227489,2,12.36,0,JM1,25.3
16500,0,0,21.1,0,0,0,104,4,42,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0126,2,2,2,2,2,2,2,0,13,0,85,100,1624,24.5667,0,0,1,11.63,13.99,0,1,57.143,35.1,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,2.09,0,83,1,1.17,71.43,1202,0,0,0,0,10.69,13.16,0,1,1,0,0,284.3,1,2,0,0,0.009,0,5,0,JM1BM1M34F1227489,2,12.69,0,JM1,25.2
16600,0,0,21.5,0,0,0,104,4,48,0,-0.0193,0,0,0,0,0,0,0,1,0,0.013,2,2,2,2,2,2,2,0,13,0,85,100,1636,24.6784,0,0,1,11.99,14.48,0,1,57.143,34.9,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,2.26,0,83,1,1.21,70.77,1202,0,0,0,0,11.09,13.63,0,1,1,0,0,276.2,1,2,0,0,0.009,0,5,0,JM1BM1M34F1227489,2,13.06,0,JM1,25.4
16700,0,0,21.8,0,0,0,104,4,50,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0134,2,2,2,2,2,2,2,0,13,0,85,100,1646,25.3028,0,0,1,12.39,14.88,0,1,57.143,34.7,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,2.02,0,83,1,1.15,68.66,1202,0,0,0,0,11.53,14.05,0,1,1,0,0,268.3,1,1,0,0,0.009,0,5,0,JM1BM1M34F1227489,2,13.47,0,JM1,25.3
16800,0,0,23.2,0,0,0,104,4,60,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0138,2,2,2,2,2,2,2,0,13,0,85,100,1666,25.3709,0,0,1,12.83,15.13,0,1,57.143,34.6,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,2.13,0,83,1,1.28,68.12,1202,0,0,0,0,11.96,14.39,0,1,1,0,0,257.7,1,2,0,0,0.009,0,5,0,JM1BM1M34F1227489,2,13.92,0,JM1,25.3
16900,0,0,24.3,0,0,0,104,4,66,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0142,2,2,2,2,2,2,2,0,13,0,85,100,1700,25.4316,0,0,1,13.22,15.51,0,1,57.143,34.4,1,13.864759,36.382301,47.534893,-122.21448,0,0,0,0,3405,1.98,0,83,1,1.06,67.61,1202,0,0,0,0,12.42,14.86,0,1,1,0,0,240.9,1,2,0,0,0.01,0,5,0,JM1BM1M34F1227489,2,14.25,0,JM1,24.6
17000,0,0,23.9,0,0,0,104,4,53,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0146,2,2,2,2,2,2,2,0,13,0,85,100,1766,25.4897,0,0,1,13.72,15.93,0,1,57.143,34.2,1,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,1.74,0,83,1,1.55,67.12,1202,0,0,0,0,12.98,15.31,0,1,1,0,0,223.1,1,1,0,0,0.01,0,5,0,JM1BM1M34F1227489,2,14.63,0,JM1,23.5
17100,0,0,23.8,0,0,0,104,4,65,0,-0.0193,0,0,0,0,0,0,0,1,0,0.015,2,2,2,2,2,2,2,0,13,0,85,100,1812,25.5375,0,0,1,14.25,16.29,0,1,41.935,34,1,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,1.73,0,83,1,1.65,66.67,1202,0,0,0,0,13.56,15.76,0,1,1,0,0,200.1,1,2,0,0,0.01,0,5,0,JM1BM1M34F1227489,2,15.13,0,JM1,22.3
17200,0,0,24.9,0,0,0,104,4,74,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0154,2,2,2,2,2,2,2,0,13,0,85,100,1804,25.0876,0,0,1,14.36,20.27,0,1,41.935,33.9,1,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.64,0,83,1,0.51,67.53,1202,0,0,0,0,14.01,15.94,0,1,1,0,0,163,1,2,0,0,0.01,0,5,0,JM1BM1M34F1227489,2,14.93,0,JM1,19.3
17300,0,0,25.1,0,0,0,104,4,84,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0158,2,2,2,2,2,2,2,0,13,0,84,100,1912,25.133,0,0,1,15.02,16.63,0,1,41.935,33.7,1,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.13,0,83,1,2.26,67.09,1202,0,0,0,0,14.79,16.45,0,1,1,0,0,126,1,1,0,0,0.011,0,5,0,JM1BM1M34F1227489,2,15.87,0,JM1,15.5
17400,0,0,24.5,0,0,0,104,4,96,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0164,2,2,2,2,2,2,2,0,13,0,84,100,1960,25.4556,0,0,1,15.84,16.99,0,1,41.935,33.5,1,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.43,0,83,1,2.73,65.85,1202,0,0,0,0,15.4,16.44,0,1,1,0,0,99.1,1,2,0,0,0.011,0,5,0,JM1BM1M34F1227489,2,16.15,0,JM1,12.3
17500,0,0,24.3,0,0,0,104,4,104,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0168,2,2,2,2,2,2,2,0,14,0,84,100,1920,25.4559,0,0,1,16.63,17.47,0,1,41.935,33.3,1,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.47,0,83,1,2.16,65.48,1202,0,0,0,0,16.19,17.21,0,1,1,0,0,69.6,1,2,0,0,0.011,0,5,0,JM1BM1M34F1227489,2,16.72,0,JM1,9.5
17600,0,0,24.1,0,0,0,104,4,108,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0172,2,2,2,2,2,2,2,0,14,0,84,100,1916,25.4524,0,0,1,17.11,17.8,0,1,41.935,33.1,2,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.33,0,83,1,1.87,65.12,1202,0,0,0,0,16.86,17.54,0,1,1,0,0,49.7,1,1,0,0,0.011,0,5,0,JM1BM1M34F1227489,2,17.26,0,JM1,7
17700,0,0,24.3,0,0,0,104,4,110,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0178,2,2,2,2,2,2,2,0,14,0,84,100,1932,25.7347,0,0,1,17.54,17.96,0,1,41.935,33,2,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.67,0,83,1,1.45,64.04,1202,0,0,0,0,17.48,18.5,0,1,1,0,0,39.5,1,2,0,0,0.011,0,5,0,JM1BM1M34F1227489,2,17.7,0,JM1,4.3
17800,0,0,24,0,0,0,104,4,90,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0182,2,2,2,2,2,2,2,0,14,0,84,100,1954,25.7181,0,0,1,18.22,18.7,0,1,41.935,32.8,2,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.81,0,83,1,2.18,63.74,1202,0,0,0,0,17.9,18.15,0,1,1,0,0,33.3,1,2,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,18.11,0,JM1,4.3
17900,0,0,23.1,0,0,0,104,4,73,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0188,2,2,2,2,2,2,2,0,14,0,84,100,1972,25.963,0,0,1,18.49,18.75,0,1,41.935,32.6,2,13.764052,31.217258,47.534981,-122.214351,0,0,0,0,3405,0.23,0,83,1,1.52,62.77,1202,0,0,0,0,18.39,18.86,0,1,1,0,0,25.3,1,1,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,18.64,0,JM1,3.6
18000,0,0,22.9,0,0,0,104,4,65,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0192,2,2,2,2,2,2,2,0,14,0,84,100,1986,25.9111,0,0,1,18.99,19.2,0,1,41.935,32.4,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,0.32,0,83,1,1.54,62.5,1202,0,0,0,0,18.71,19.06,0,1,1,0,0,19.4,1,2,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,18.89,0,JM1,2.3
18100,0,0,23,0,0,0,104,4,62,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0198,2,2,2,2,2,2,2,0,14,0,84,100,2000,26.1214,0,0,1,19.28,19.46,0,1,41.935,32.2,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,0.37,0,83,1,1.31,61.62,1202,0,0,0,0,19.13,19.31,0,1,1,0,0,14.3,1,2,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,19.26,0,JM1,1.6
18200,0,0,23,0,0,0,104,4,60,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0204,2,2,2,2,2,2,2,0,14,0,84,100,2018,26.3307,0,0,1,19.4,19.66,0,1,41.935,32,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,0.19,0,83,1,0.92,60.78,1202,0,0,0,0,19.4,19.47,0,1,1,0,0,11.6,1,1,0,0,0.012,0,5,0,JM1BM1M34F1227489,2,19.49,0,JM1,1.5
18300,0,0,22.2,0,0,0,104,4,37,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0208,2,2,2,2,2,2,2,0,14,0,84,100,1920,26.263,0,0,1,19.76,19.79,0,1,41.935,31.8,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,0.47,0,83,1,0.95,60.58,1202,0,0,0,0,19.6,19.74,0,1,1,0,0,9.6,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,19.7,0,JM1,0.9
18400,0,0,21.8,0,0,0,104,4,21,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0214,2,2,2,2,2,2,2,0,14,0,84,100,1826,26.4538,0,0,1,20,20.01,0,1,41.935,31.6,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,0.16,0,83,1,1.04,59.81,1202,0,0,0,0,19.87,19.93,0,1,1,0,0,5.8,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,19.98,0,JM1,0.8
18500,0,0,21.4,0,0,0,104,4,18,0,-0.0193,0,0,0,0,0,0,0,1,0,0.022,2,2,2,2,2,2,2,0,15,0,84,100,1668,27.0744,0,0,1,20.26,20.31,0,1,41.935,31.5,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,0.11,0,83,1,0.75,58.18,1202,0,0,0,0,20.07,20.08,0,1,1,0,0,0.5,1,1,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.11,0,JM1,0.1
18600,0,0,20.4,0,0,0,104,4,18,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0226,2,2,2,2,2,2,2,0,15,0,84,100,1592,27.3435,0,0,1,20.37,20.3,0,1,41.935,31.5,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,0.12,0,83,1,0.92,57.52,1202,0,0,0,0,20.29,20.26,0,1,1,0,0,-6.8,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.32,0,JM1,-0.7
18700,0,0,19.2,0,0,0,104,4,23,0,-0.0193,0,0,0,0,0,0,0,1,0,0.023,2,2,2,2,2,2,2,0,15,0,84,100,1524,27.4473,0,0,1,20.59,20.53,0,1,41.935,31.5,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,-0.22,0,83,1,0.96,57.39,1202,0,0,0,0,20.36,20.34,0,1,1,0,0,-14.4,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.46,0,JM1,-1.6
18800,0,0,18.1,0,0,0,104,4,32,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0236,2,2,2,2,2,2,2,0,15,0,84,100,1440,28.2385,0,0,1,20.72,20.54,0,1,41.935,31.6,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,-0.2,0,83,1,0.98,55.93,1202,0,0,0,0,20.52,20.41,0,1,1,0,0,-19.7,1,1,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.64,0,JM1,-2.5
18900,0,0,16.8,0,0,0,104,4,42,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0242,2,2,2,2,2,2,2,0,15,0,84,100,1366,28.5653,0,0,1,20.93,20.71,0,1,41.935,31.6,2,13.298698,24.958702,47.535034,-122.214248,0,0,0,0,3405,-0.32,0,83,1,0.77,55.37,1202,0,0,0,0,20.88,20.52,0,1,1,0,0,-24.5,1,2,0,0,0.013,0,5,0,JM1BM1M34F1227489,2,20.74,0,JM1,-3
19000,0,0,4.5,0,0,0,104,4,51,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0248,2,2,2,2,2,2,2,0,15,0,84,100,1342,28.8544,0,0,1,21.03,20.69,0,1,41.935,31.6,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-0.21,0,83,1,0.68,54.84,1202,0,0,0,0,21.13,20.61,0,1,1,0,0,-30.4,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.9,0,JM1,-3.9
19100,0,0,5.1,0,0,0,104,4,60,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0254,2,2,2,2,2,2,2,0,15,0,84,100,1272,29.564,0,0,1,21.37,20.7,0,1,37.255,31.7,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-0.14,0,83,1,0.66,53.54,1202,0,0,0,0,21.03,20.66,0,1,1,0,0,-37.4,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.98,0,JM1,-5.1
19200,0,0,5.9,0,0,0,104,4,65,0,-0.0193,0,0,0,0,0,0,0,1,0,0.026,2,2,2,2,2,2,2,0,15,0,84,100,1172,30.2739,0,0,1,21.18,20.66,0,1,37.255,31.7,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-0.66,0,83,1,0.34,52.31,1202,0,0,0,0,21.26,20.66,0,1,1,0,0,-45.7,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.99,0,JM1,-6
19300,0,0,6.2,0,0,0,104,4,72,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0266,2,2,2,2,2,2,2,0,15,0,84,100,1174,30.505,0,0,1,21.22,20.53,0,1,37.255,31.7,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-0.85,0,83,1,-0.15,51.88,1202,0,0,0,0,21.09,20.46,0,1,1,0,0,-55.5,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.83,0,JM1,-7
19400,0,0,5.7,0,0,0,104,4,83,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0272,2,2,2,2,2,2,2,0,15,0,84,100,1202,31.1743,0,0,1,21.13,20.19,0,1,37.255,31.6,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-0.9,0,83,1,-0.06,50.74,1202,0,0,0,0,20.96,20.2,0,1,1,0,0,-63.9,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.81,0,JM1,-8.4
19500,0,0,6,0,0,0,104,4,78,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0276,2,2,2,2,2,2,2,0,16,0,84,100,1210,31.6447,0,0,1,21.14,20.24,0,1,37.255,31.6,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-0.95,0,83,1,-0.24,50,1202,0,0,0,0,20.88,19.99,0,1,1,0,0,-74.7,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.55,0,JM1,-9.6
19600,0,0,6.4,0,0,0,104,4,65,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0282,2,2,2,2,2,2,2,0,16,0,84,100,1172,32.3447,0,0,1,21.02,19.9,0,1,37.255,31.7,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-1.25,0,83,1,0.03,48.94,1202,0,0,0,0,20.85,19.84,0,1,1,0,0,-84.9,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.53,0,JM1,-10.9
19700,0,0,7,0,0,0,104,4,50,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0288,2,2,2,2,2,2,2,0,16,0,84,100,1178,32.6394,0,0,1,20.98,19.72,0,1,37.255,31.7,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-1.23,0,83,1,-0.13,48.61,1202,0,0,0,0,20.76,19.68,0,1,1,0,0,-91.6,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.35,0,JM1,-12.1
19800,0,0,6.7,0,0,0,104,4,50,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0294,2,2,2,2,2,2,2,0,16,0,84,100,1178,33.4564,0,0,1,20.96,19.63,0,1,37.255,31.9,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-1.44,0,83,1,-0.14,47.62,1202,0,0,0,0,20.7,19.42,0,1,1,0,0,-97.8,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.29,0,JM1,-12.9
19900,0,0,6.4,0,0,0,104,4,50,0,-0.0193,0,0,0,0,0,0,0,1,0,0.03,2,2,2,2,2,2,2,0,16,0,84,100,1160,34.2494,0,0,1,20.88,19.53,0,1,37.255,32,2,12.811329,29.953991,47.535168,-122.214141,0,0,0,0,3405,-1.29,0,83,1,0.05,46.67,1202,0,0,0,0,20.81,19.16,0,1,1,0,0,-102.9,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.17,0,JM1,-13.9
20000,0,0,6.1,0,0,0,104,4,44,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0306,2,2,2,2,2,2,2,0,16,0,84,100,1162,35.0128,0,0,1,20.8,19.34,0,1,37.255,32,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.26,0,83,1,-0.22,45.75,1202,0,0,0,0,20.61,19.17,0,1,1,0,0,-108.7,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20.13,0,JM1,-14.5
20100,0,0,5.1,0,0,0,104,4,45,0,-0.0193,0,0,0,0,0,0,0,1,0,0.031,2,2,2,2,2,2,2,0,16,0,84,100,1152,35.5116,0,0,1,20.84,19.27,0,1,37.255,32.1,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.54,0,83,1,-0.03,45.16,1202,0,0,0,0,20.53,19.03,0,1,1,0,0,-114.7,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,20,0,JM1,-15.1
20200,0,0,5.3,0,0,0,104,4,32,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0316,2,2,2,2,2,2,2,0,16,0,84,100,1148,35.7298,0,0,1,20.67,19.15,0,1,37.255,32.1,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.66,0,83,1,-0.12,44.94,1202,0,0,0,0,20.44,18.88,0,1,1,0,0,-121.4,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.93,0,JM1,-15.9
20300,0,0,5.4,0,0,0,104,4,21,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0322,2,2,2,2,2,2,2,0,16,0,84,100,1150,36.4164,0,0,1,20.64,19,0,1,37.255,32.1,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.81,0,83,1,-0.25,44.1,1202,0,0,0,0,20.41,18.67,0,1,1,0,0,-130.2,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.87,0,JM1,-16.8
20400,0,0,5.7,0,0,0,104,4,22,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0328,2,2,2,2,2,2,2,0,16,0,84,100,1140,37.1362,0,0,1,20.62,18.88,0,1,37.255,32.2,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.83,0,83,1,-0.21,43.29,1202,0,0,0,0,20.41,18.64,0,1,1,0,0,-137.5,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.76,0,JM1,-18
20500,0,0,6.2,0,0,0,104,4,24,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0332,2,2,2,2,2,2,2,0,17,0,84,100,1136,37.63,0,0,1,20.56,18.77,0,1,37.255,32.2,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.95,0,83,1,-0.16,42.77,1202,0,0,0,0,20.29,18.36,0,1,1,0,0,-144.2,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.7,0,JM1,-18.8
20600,0,0,6.9,0,0,0,104,4,28,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0338,2,2,2,2,2,2,2,0,17,0,84,100,1132,38.3511,0,0,1,20.5,18.61,0,1,37.255,32.2,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-2.08,0,83,1,-0.2,42.01,1202,0,0,0,0,20.38,18.25,0,1,1,0,0,-148.1,1,1,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.58,0,JM1,-19.5
20700,0,0,8.2,0,0,0,104,4,28,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0344,2,2,2,2,2,2,2,0,17,0,84,100,1128,38.5303,0,0,1,20.45,18.55,0,1,37.255,32.3,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.81,0,83,1,-0.06,41.86,1202,0,0,0,0,20.19,18.13,0,1,1,0,0,-147,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.52,0,JM1,-19.7
20800,0,0,8.2,0,0,0,104,4,28,0,-0.0193,0,0,0,0,0,0,0,1,0,0.035,2,2,2,2,2,2,2,0,17,0,84,100,1128,39.2812,0,0,1,20.44,18.53,0,1,37.255,32.3,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.66,0,83,1,-0.16,41.14,1202,0,0,0,0,20.07,18.13,0,1,1,0,0,-144.2,1,0,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.43,0,JM1,-19.5
20900,0,0,8.4,0,0,0,104,4,30,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0354,2,2,2,2,2,2,2,0,17,0,84,100,1130,39.8087,0,0,1,20.37,18.49,0,1,37.255,32.4,2,12.436908,30.107727,47.535275,-122.214066,0,0,0,0,3405,-1.62,0,83,1,-0.09,40.68,1202,0,0,0,0,19.98,18.1,0,1,1,0,0,-140.6,1,0,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.41,0,JM1,-18.9
21000,0,0,8.7,0,0,0,104,4,33,0,-0.0193,0,0,0,0,0,0,0,1,0,0.036,2,2,2,2,2,2,2,0,17,0,84,100,1120,40.562,0,0,1,20.3,18.49,0,1,37.255,32.4,2,11.978124,30.768242,47.535376,-122.213972,0,0,0,0,3405,-1.33,0,83,1,0,40,1202,0,0,0,0,19.97,18,0,1,1,0,0,-138.9,1,2,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.32,0,JM1,-18.5
21100,0,0,9,0,0,0,104,4,36,0,-0.0193,0,0,0,0,0,0,0,1,0,0.0366,2,2,2,2,2,2,2,0,17,0,84,100,1112,41.3167,0,0,1,20.17,18.37,0,1,7.143,32.5,2,11.978124,30.768242,47.535376,-122.213972,0,0,0,0,3405,-1.72,0,83,1,0.03,39.34,1202,0,0,0,0,19.91,18.11,0,1,1,0,0,-136.3,1,0,0,0,0.014,0,5,0,JM1BM1M34F1227489,2,19.27,0,JM1,-18.1
21200,0,0,9.3,0,0,0,104,4,42,0,-0.0193,0,0,0,0,0,0,0,1,0,0.037,2,2,2,2,2,2,2,0,17,0,84,100,1108,41.3073,0,0,1,20.06,18.35,0,1,7.143,32.6,2,11.978124,30.768242,47.535376,-122.213972,0,0,0,0,3405,-1.56,0,83,1,0.03,39.46,1202,0,0,0,0,19.7,18.01,0,1,1,0,0,-132.7,1,2,0,0,0.015,0,5,0,JM1BM1M34F1227489,2,19.24,0,JM1,-17.6
